SourceID,ProductID,AvgRating,ReviewCount,SatisfiedCount,CurrentPrice
S01,P0440,0.0,0,18439,20999000
S01,P0441,0.0,0,6469,15390000
S01,P0442,0.0,0,8181,31990000
S01,P0443,0.0,0,7985,16990000
S01,P0444,0.0,0,1578,17590000
S01,P0445,0.0,0,775,19690000
S01,P0446,0.0,0,6684,41990000
S01,P0447,0.0,0,4345,71226000
S01,P0448,0.0,0,18562,22590000
S01,P0449,0.0,1,54845,20690000
S01,P0450,0.0,0,5688,27999000
S01,P0451,0.0,0,10890,31690000
S01,P0452,0.0,0,3550,41490000
S01,P0453,0.0,0,290,19690000
S01,P0454,0.0,0,627,17490000
S01,P0455,0.0,0,3204,21490000
S01,P0456,0.0,0,6949,20490000
S01,P0457,0.0,0,49505,43990000
S01,P0458,0.0,0,12226,26990000
S01,P0459,0.0,0,80,54990000
S01,P0460,0.0,0,1597,21990000
S01,P0461,0.0,0,70,47999000
S01,P0462,0.0,0,45,29990000
S01,P0463,0.0,0,4841,44990000
S01,P0464,0.0,0,33170,26990000
S01,P0465,0.0,2,18592,24590000
S01,P0466,0.0,0,29430,25700000
S01,P0467,0.0,0,6703,22990000
S01,P0468,0.0,0,11817,106990000
S01,P0469,0.0,0,2776,40990000
S01,P0470,0.0,0,26116,20990000
S01,P0471,0.0,0,17085,44090000
S01,P0472,0.0,0,2590,54990000
S01,P0473,0.0,0,3000,102990000
S01,P0474,0.0,0,13902,9190000
S01,P0475,0.0,0,4099,34990000
S01,P0476,0.0,0,3390,37040000
S01,P0477,0.0,0,1428,111990000
S01,P0478,0.0,0,9066,26490000
S01,P0479,0.0,0,547,28490000
S01,P0480,0.0,0,3658,54390000
S01,P0481,0.0,0,47075,37190000
S01,P0482,0.0,0,4020,42990000
S01,P0483,0.0,0,2621,32790000
S01,P0484,0.0,0,13339,16690000
S01,P0485,0.0,0,2821,23590000
S01,P0486,0.0,0,31635,26190000
S01,P0487,0.0,0,4958,41990000
S01,P0488,0.0,0,1785,30790000
S01,P0489,0.0,0,2250,49200000
S01,P0490,0.0,0,12671,16590000
S01,P0491,0.0,0,1259,45795000
S01,P0492,0.0,0,14273,22990000
S01,P0493,0.0,0,4640,29990000
S01,P0494,0.0,0,8014,24390000
S01,P0495,0.0,0,4312,19190000
S01,P0496,0.0,0,1294,22990000
S01,P0497,0.0,8,37009,11990000
S01,P0498,0.0,0,6477,28490000
S01,P0499,0.0,0,7287,45990000
S01,P0500,0.0,0,9564,38990000
S01,P0501,0.0,0,2168,44890000
S01,P0502,0.0,0,10695,24990000
S01,P0503,0.0,0,10825,31790000
S01,P0504,0.0,0,22205,42390000
S01,P0505,0.0,0,21701,60990000
S01,P0506,0.0,0,4690,121390000
S01,P0507,0.0,0,25261,13190000
S01,P0508,0.0,0,8033,26590000
S01,P0509,0.0,0,2326,25990000
S01,P0510,0.0,0,10210,15690000
S01,P0511,0.0,0,25936,31990000
S01,P0512,0.0,0,2780,38870000
S01,P0513,0.0,0,20259,14190000
S01,P0514,0.0,0,6589,21999000
S01,P0515,0.0,0,4342,49990000
S01,P0516,0.0,0,1238,47990000
S01,P0517,0.0,0,7025,22990000
S01,P0518,0.0,0,6125,179990000
S01,P0519,0.0,0,1077,23990000
S01,P0520,0.0,0,55053,16690000
S01,P0521,0.0,0,34675,16990000
S01,P0522,0.0,0,4401,25490000
S01,P0523,0.0,0,20090,10490000
S01,P0524,0.0,0,2984,41990000
