ProductID,ProductName,Brand,Category,CPUBrand,CPUFamily,GPUType,GPUModel,RamCapacity,RamType,StorageCapacity,StorageType,DisplaySize,DisplayResolution,DisplayRefreshRate,OSFamily,DesignWeight,IsAiLaptop,IsAvailable
P2140,"Laptop Asus Vivobook 14 X1404VA-EB509W | i3-1315U, 8GB",Asus,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,8.0,DDR4 / LPDDR4,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.4,False,True
P2141,"Laptop Dell Pro 14 Plus PB14250-235U-16512W | U5-235U, 16GB",Dell,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,,True,True
P2142,MacBook Pro M2 2022 13 inch (8GB/512GB SSD),Apple,Creator,Apple,Apple M-Series,Unified,Apple GPU,,Unified,,SSD,"13"" - 14.5""",2K - 3K,60 - 90,MacOS,,False,True
P2143,Laptop Asus TUF Gaming F16 FX608JH-RV039W | RTX 5050,Asus,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.2,True,True
P2144,"Laptop HP 250 G10 - A06FFPT | i7-1355U, 16GB",HP,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR4 / LPDDR4,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,,False,True
P2145,"Laptop Acer Aspire Lite 14 - AL14-52M-32KV | i3-1305U, 8GB",Acer,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,8.0,DDR5 / LPDDR5,256.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.5,False,True
P2146,"Laptop Dell 14 DC14255-R7165W11SLU | R7 250, 16GB",Dell,Office,AMD,AMD Ryzen,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,,False,True
P2147,Laptop Acer Aspire 14 AI A14-61M-R9RA (Ryzen AI 5 340/ 16GB/ 512GB/ Windows 11 Home SL),Acer,Office,AMD,AMD Ryzen AI,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,120 - 165,Windows,1.5,True,True
P2148,"Laptop Acer Aspire Go 15 AG15-72P-54GY | Core 5 120U, 16GB",Acer,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR4 / LPDDR4,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.7,False,True
P2149,Acer Gaming Nitro V ProPanel ANV15-52-72BM | RTX 5050,Acer,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR4 / LPDDR4,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,240+,Windows,2.1,True,True
P2150,Laptop Lenovo ThinkPad X1 Carbon Gen 13 - 21NS010BVN (Ultra 7-258V/ 32GB/ 512GB/ Win 11 Pro),Lenovo,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",2K - 3K,60 - 90,Windows,1.34,True,True
P2151,Laptop Lenovo Legion Pro 7 16IAX10H - 83F500JGVN | RTX 5070Ti,Lenovo,Gaming,Intel,Intel Core Ultra,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",2K - 3K,240+,Windows,2.57,True,True
P2152,Laptop Dell Inspiron 14 5440 - 7FN5J | 7 150U RAM 16GB,Dell,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.67,False,True
P2153,Acer Gaming Predator Helios PHN16-73-757W | RTX 5060,Acer,Gaming,Intel,Intel Core Ultra,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",2K - 3K,240+,Windows,2.8,True,True
P2154,Laptop Asus ROG Zephyrus G14 GA403WP-QS045WS | RTX 5070,Asus,Gaming,AMD,AMD Ryzen AI,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",2K - 3K,120 - 165,Windows,1.5,True,True
P2155,"Laptop HP Probook 440 G11 - A74B5PT | U5-125U, 16GB",HP,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.39,True,True
P2156,"HP OmniBook X 14-fe1010QU - B53KBPA | Snap X1P42100, 16GB",HP,Office,Qualcomm,Snapdragon (ARM),Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",2K - 3K,Other,Windows,,True,True
P2157,Laptop Msi Cyborg 15 B13WFKG-658VN | RTX 5060,MSI,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,1.98,True,True
P2158,Laptop Lenovo ThinkPad X9-14 Gen 1 - 21QA006JVN (Ultra 7-258V/ Intel® Graphics/ 32GB/ 512GB/ Windows 11 Pro),Lenovo,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.34,True,True
P2159,Laptop Asus ROG Strix G16 G614PH-S5101W | RTX 5050,Asus,Gaming,AMD,AMD Ryzen,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",2K - 3K,240+,Windows,2.65,True,True
P2160,MacBook Air M4 13 inch 2025 16GB 256GB | Chính Hãng,Apple,Office,Apple,Apple M-Series,Unified,Apple GPU,,Unified,,SSD,"13"" - 14.5""",2K - 3K,60 - 90,MacOS,1.23,False,True
P2161,Laptop Lenovo LOQ 15IRX9 - 83DV01ALVN | RTX 4050,Lenovo,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.38,True,True
P2162,MacBook Pro M5 14 inch 2025 16GB 4TB | Trả góp 0%,Apple,Creator,Apple,Apple M-Series,Unified,Apple GPU,16.0,Unified,,SSD,"13"" - 14.5""",2K - 3K,120 - 165,MacOS,1.55,False,True
P2163,"Laptop Acer Aspire 16 AI A16-71M-71U7 | U7-155H, 16GB",Acer,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.7,True,True
P2164,MacBook Pro M5 14 inch 2025 24GB 4TB | Trả góp 0%,Apple,Creator,Apple,Apple M-Series,Unified,Apple GPU,24.0,Unified,,SSD,"13"" - 14.5""",2K - 3K,120 - 165,MacOS,1.55,False,True
P2165,Laptop Acer Nitro V 16 S AI Propanel ANV16S-61-R193 | RTX 5070,Acer,Gaming,AMD,AMD Ryzen AI,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",2K - 3K,240+,Windows,2.1,True,True
P2166,"Laptop HP 15-fd0823TU - C81NMPA | i7-1355U, 16GB",HP,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,,False,True
P2167,MacBook Air M5 15 inch 2026 16GB 512GB | Trả góp 0%,Apple,Office,Apple,Apple M-Series,Unified,Apple GPU,,Unified,,SSD,"15.6"" - 16.0""",2K - 3K,60 - 90,MacOS,1.51,False,True
P2168,Laptop Asus ROG Flow Z13 GZ302EAC-RU184WS (AI MAX+ 395/ 128GB/ 1TB/ Windows 11 Home + Office Home 2024 + Microsoft 365 Basic),Asus,Gaming,AMD,AMD Ryzen AI,Integrated,Intel Arc / Integrated,,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",2K - 3K,240+,Windows,1.2,True,True
P2169,Laptop Lenovo ThinkPad X13 Gen 6 - 21RK00AWVN (Ultra 7-255H/ 32GB/ 512GB/ Win 11 Pro),Lenovo,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,Other,Windows,0.93,True,True
P2170,"Laptop Lenovo LOQ 15ARP10E - 83S0006QVN | R7 7735HS, 16GB",Lenovo,Gaming,AMD,AMD Ryzen,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.38,True,True
P2171,"HP OmniBook 7 16-az0038TU - C2CX1PA | Core 5 210H, 24GB",HP,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,24.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,Other,Windows,,False,True
P2172,Laptop Asus ROG Zephyrus G14 GA403WW-QS145WS | RTX 5080,Asus,Gaming,AMD,AMD Ryzen AI,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,2048.0,SSD,"13"" - 14.5""",2K - 3K,120 - 165,Windows,1.5,True,True
P2173,Laptop Msi Stealth 16 AI+ B3WG-007VN (Ultra 9-386H/ GeForce RTX™ 5060/ 32GB/ 1TB/ Win 11 Home),MSI,Gaming,Intel,Intel Core Ultra,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",2K - 3K,240+,Windows,2.1,True,True
P2174,"Laptop Msi Prestige 13 AI+ Evo A2VMG-040VN | U7-258V, 16GB",MSI,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",2K - 3K,60 - 90,Windows,0.99,True,True
P2175,Laptop Acer Gaming Nitro V ProPanel ANV15-52-73Z8 | RTX 4050,Acer,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,240+,Windows,2.1,True,True
P2176,MacBook Pro M5 Max 16 inch 2026 (18 CPU/ 32 GPU/ 36GB/ 2TB),Apple,Creator,Apple,Apple M-Series,Unified,Apple GPU,,Unified,,SSD,"15.6"" - 16.0""",2K - 3K,120 - 165,MacOS,2.14,False,True
P2177,Lenovo IdeaPad Slim 3 14IRH10 - 83K0004JVN | i5-13420H,Lenovo,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.39,False,True
P2178,Laptop Asus TUF Gaming A15 FA506NCG-HN184W | RTX 3050,Asus,Gaming,AMD,AMD Ryzen,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.3,False,True
P2179,Laptop Asus ROG Zephyrus G16 GU605CR-QR107W | RTX 5070Ti,Asus,Gaming,Intel,Intel Core Ultra,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",2K - 3K,240+,Windows,2.65,True,True
P2180,MacBook Pro M5 14 inch 2025 32GB 4TB 96W | Trả góp 0%,Apple,Creator,Apple,Apple M-Series,Unified,Apple GPU,32.0,Unified,,SSD,"13"" - 14.5""",2K - 3K,120 - 165,MacOS,1.55,False,True
P2181,Laptop Acer Swift Go 14 AI SFG14-75-5264 (Ultra 5-226V/ 16GB/ 512GB/ Windows 11 Home SL),Acer,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.2,True,True
P2182,Laptop Dell 15 DC15250-CPH991 (i7-1355U/ 16GB/ 1TB/ Win 11 Home SL + Office),Dell,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,,False,True
P2183,Laptop Acer Nitro Lite 16 NL16-71G-71UJ | RTX 3050,Acer,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.1,True,True
P2184,"Laptop Asus Vivobook 15 X1502VA-BQ886W | i7-13620H, 16GB",Asus,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR4 / LPDDR4,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.7,False,True
P2185,"Laptop Acer Aspire 14 AI A14-52M-585Y | U5-226V, 16GB",Acer,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.5,True,True
P2186,Laptop Acer Nitro V 16 AI ProPanel ANV16S-71-58WQ (Core 5 210H/ GeForce RTX™ 5050/ 32GB/ 512GB/ Win 11 Home SL),Acer,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",2K - 3K,240+,Windows,2.1,False,True
P2187,MacBook Pro M5 14 inch 2025 32GB 1TB 96W | Trả góp 0%,Apple,Creator,Apple,Apple M-Series,Unified,Apple GPU,32.0,Unified,,SSD,"13"" - 14.5""",2K - 3K,120 - 165,MacOS,1.55,False,True
P2188,MacBook Air M2 15.3 inch 2023 8GB 256GB | Chính Hãng Apple,Apple,Office,Apple,Apple M-Series,Unified,Apple GPU,,Unified,,SSD,"15.6"" - 16.0""",2K - 3K,60 - 90,MacOS,1.51,False,True
P2189,"Laptop HP 14 ep1137TU - C2CY8PA | U7-155H, 16GB",HP,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR4 / LPDDR4,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,,True,True
P2190,"Laptop Asus ExpertBook P1 P1403CVA-C5H16-63WS | Core 5 210H, 16GB",Asus,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.4,True,True
P2191,Laptop HP Victus 15-fb3116AX - BX8U4PA | RTX 3050,HP,Gaming,AMD,AMD Ryzen,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.29,False,True
P2192,Laptop Gigabyte Gaming A16 CTHH3VN893SH | RTX 5050,Gigabyte,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,,False,True
P2193,MacBook Pro M5 Max 14 inch 2026 (18 CPU/ 32 GPU/ 36GB/ 2TB),Apple,Creator,Apple,Apple M-Series,Unified,Apple GPU,,Unified,,SSD,"13"" - 14.5""",2K - 3K,120 - 165,MacOS,1.55,False,True
P2194,MacBook Pro M5 14 inch 2025 24GB 2TB 96W | Trả góp 0%,Apple,Creator,Apple,Apple M-Series,Unified,Apple GPU,24.0,Unified,,SSD,"13"" - 14.5""",2K - 3K,120 - 165,MacOS,1.55,False,True
P2195,"MacBook Air M2 2022 13 8GB/256GB | Giá tốt, sale đậm",Apple,Office,Apple,Apple M-Series,Unified,Apple GPU,,Unified,,SSD,"13"" - 14.5""",2K - 3K,60 - 90,MacOS,1.23,False,True
P2196,"Laptop Asus Vivobook S S3407CA-LY095WS | U5-225H, 16GB",Asus,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.4,True,True
P2197,"Laptop Msi Modern 15 H AI C2HMG-220VN | U7-255H, 16GB",MSI,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.7,True,True
P2198,"Dell Inspiron 5440 G14 - N4I5211W1 | Core 5 120U, 16GB",Dell,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.67,False,True
P2199,Lenovo ThinkPad X1 Carbon Gen 13 - 21NX003DVN | U5-225H,Lenovo,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.34,True,True
P2200,MacBook Pro M5 Pro 14 inch 2026 (15 CPU/ 16 GPU/ 24GB/ 1TB),Apple,Creator,Apple,Apple M-Series,Unified,Apple GPU,24.0,Unified,,SSD,"13"" - 14.5""",2K - 3K,120 - 165,MacOS,1.55,False,True
P2201,Laptop Gigabyte AERO-X16 X161VH93VNC64AH | RTX 5060,Gigabyte,Creator,AMD,AMD Ryzen AI,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",2K - 3K,120 - 165,Windows,,True,True
P2202,Laptop Acer Nitro Lite 16 NL16-71G-56WQ | RTX 3050,Acer,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.1,True,True
P2203,"Laptop HP 240R G9 - AX3C6AT | i3-1315U, 8GB",HP,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,8.0,DDR4 / LPDDR4,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,,False,True
P2204,"HP OmniBook 7 Aero 13-bg1085AU - BZ7U6PA | R7 350, 16GB",HP,Creator,AMD,AMD Ryzen AI,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",2K - 3K,Other,Windows,,True,True
P2205,"Dell Latitude 3450 L3450-1355U-16512W UMC | i7-1355U, 16GB",Dell,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.5,False,True
P2206,Acer Aspire 5 A514-56P-55K5 (NX.KHRSV.003) | i5-1335U,Acer,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.5,False,True
P2207,Laptop Msi Katana B14WFK-267VN | RTX 5060,MSI,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",2K - 3K,120 - 165,Windows,2.4,True,True
P2208,Lenovo IdeaPad Slim 3 16IRH10 - 83K20004VN | i7-13620H,Lenovo,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,24.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.73,False,True
P2209,"Laptop Asus ExpertBook B3405CCA-LY0080W | U7-255H, 16GB",Asus,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.4,True,True
P2210,"Laptop Asus Vivobook S S3407CA-LY096WS | U7-255H, 16GB",Asus,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.4,True,True
P2211,"Laptop Asus Vivobook 16 X1607CA-MB980W | U5-225H, 16GB",Asus,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.7,True,True
P2212,Laptop HP Victus 15 fa2732TX - B85LPPA | RTX 4050,HP,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR4 / LPDDR4,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.29,False,True
P2213,MacBook Pro M5 14 inch 2025 32GB 2TB | Trả góp 0%,Apple,Creator,Apple,Apple M-Series,Unified,Apple GPU,32.0,Unified,,SSD,"13"" - 14.5""",2K - 3K,120 - 165,MacOS,1.55,False,True
P2214,"Laptop Acer Swift X 14 AI SFX14-72G-79UW | U7-155H, 32GB",Acer,Office,Intel,Intel Core Ultra,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",2K - 3K,120 - 165,Windows,1.5,True,True
P2215,MacBook Pro M5 14 inch 2025 16GB 512GB 96W | Trả góp 0%,Apple,Creator,Apple,Apple M-Series,Unified,Apple GPU,,Unified,,SSD,"13"" - 14.5""",2K - 3K,120 - 165,MacOS,1.55,False,True
P2216,MacBook Pro M5 14 inch 2025 16GB 2TB 96W | Trả góp 0%,Apple,Creator,Apple,Apple M-Series,Unified,Apple GPU,16.0,Unified,,SSD,"13"" - 14.5""",2K - 3K,120 - 165,MacOS,1.55,False,True
P2217,Laptop Msi Cyborg 15 B13WEKG-676VN | RTX 5050,MSI,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,1.98,True,True
P2218,Laptop Asus Vivobook S16 M3607HA-SH186W (Ryzen 7 260/ 16GB/ 512GB/ Windows 11 Home),Asus,Office,AMD,AMD Ryzen,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.7,True,True
P2219,Laptop HP Omen 16-am0178TX - BX8Y4PA | RTX 5060,HP,Gaming,Intel,Intel Core Ultra,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.43,True,True
P2220,Laptop Asus TUF Gaming A16 FA607NUQ-RL007W (Ryzen 7 170/ GeForce RTX™ 4050/ 16GB/ 512GB/ Windows 11 Home),Asus,Gaming,AMD,AMD Ryzen,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.2,False,True
P2221,"Laptop Dell 15 DC15250 - CPH997 | i7-1355U, 16GB",Dell,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR4 / LPDDR4,1024.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,,False,True
P2222,"Laptop Asus Vivobook S14 M3407KA-SF034WS | R5 330, 16GB",Asus,Office,AMD,AMD Ryzen AI,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.4,False,True
P2223,"Laptop Dell Pro 14 PC14250 - 42LTU7PC14250 | U7-255U, 16GB",Dell,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,,True,True
P2224,Laptop Dell Pro 14 Essential PV14250-150U-161TBW (Core 7 150U/ 16GB/ 1TB/ Windows 11 Home SL),Dell,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,,False,True
P2225,MacBook Pro M5 14 inch 2025 16GB 2TB | Trả góp 0%,Apple,Creator,Apple,Apple M-Series,Unified,Apple GPU,16.0,Unified,,SSD,"13"" - 14.5""",2K - 3K,120 - 165,MacOS,1.55,False,True
P2226,MacBook Pro M5 14 inch 2025 24GB 1TB 96W | Trả góp 0%,Apple,Creator,Apple,Apple M-Series,Unified,Apple GPU,24.0,Unified,,SSD,"13"" - 14.5""",2K - 3K,120 - 165,MacOS,1.55,False,True
P2227,"Laptop Asus Vivobook Go 14 E1404FA-EB935W | R5 40, 16GB",Asus,Office,AMD,AMD Ryzen,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.4,False,True
P2228,"Laptop HP OmniBook 5 AI 16-af1052TU - C1MN6PA | U7-255U, 32GB",HP,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,Other,Windows,,True,True
P2229,Acer Predator Helios Neo 16S AI PHN16S-71-95MS | RTX 5070Ti,Acer,Gaming,Intel,Intel Core Ultra,Dedicated,Nvidia RTX/GTX,64.0,DDR5 / LPDDR5,2048.0,SSD,"15.6"" - 16.0""",2K - 3K,240+,Windows,2.8,True,True
P2230,MacBook Air M3 13 inch 24GB 512GB | Siêu Ưu Đãi,Apple,Office,Apple,Apple M-Series,Unified,Apple GPU,,Unified,,SSD,"13"" - 14.5""",2K - 3K,60 - 90,MacOS,1.23,False,True
P2231,Laptop Acer Swift X 14 OLED SFX14-72G-77F9 | RTX 4050,Acer,Office,Intel,Intel Core Ultra,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",2K - 3K,120 - 165,Windows,1.5,True,True
P2232,"Asus Vivobook Go 15 E1504FA-BQ1150W | R5 7520U, 16GB",Asus,Office,AMD,AMD Ryzen,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.7,False,True
P2233,"Laptop HP OmniBook 5 Flip 14-fp0057TU - BZ7Q6PA | Core 5 120U, 16GB",HP,Office,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,,False,True
P2234,Laptop Msi Vector 16 HX AI A2XWHG-010VN | RTX 5070Ti,MSI,Gaming,Intel,Intel Core Ultra,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",2K - 3K,240+,Windows,,True,True
P2235,Laptop Lenovo LOQ 15IRX10 - 83JE00PEVN | RTX 5050,Lenovo,Gaming,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.38,False,True
P2236,"Lenovo Yoga Slim 7-14IMH9 - 83CV00D8VN | U5-125H, 16GB",Lenovo,Office,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.39,True,True
